artist,name,url,yt_links,Genre0,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
Black Sabbath,Iron Man,https://www.last.fm/music/Black+Sabbath/_/Iron+Man,https://www.youtube.com/watch?v=5s7_WbiR79E,heavy metal,hard rock,classic rock,metal,rock,heavy metal,hard rock,classic rock
V,Christmas Tree - Inst.,https://www.last.fm/music/V/_/Christmas+Tree+-+Inst.,https://www.youtube.com/watch?v=1oq8Iesr1AU,melodic death metal,post-metal,bts,pop,rnb,melodic death metal,post-metal,bts
Arctic Monkeys,Fake Tales of San Francisco,https://www.last.fm/music/Arctic+Monkeys/_/Fake+Tales+of+San+Francisco,https://www.youtube.com/watch?v=ePg1tbia9Bg,indie rock,indie,british,rock,alternative,indie rock,indie,british
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)","https://www.last.fm/music/Garrett+Nash/_/i+hate+u,+i+love+u+(feat.+olivia+o%27brien)",https://www.youtube.com/watch?v=BiQIc7fG9pA,,,,,,,,
Summer Walker,Girls Need Love,https://www.last.fm/music/Summer+Walker/_/Girls+Need+Love,https://www.youtube.com/watch?v=1l8vIAvAerE,rnb,hip-hop,trap,2018 single,rnb,soul,neo-soul,
Prince,Purple Rain,https://www.last.fm/music/Prince/_/Purple+Rain,https://www.youtube.com/watch?v=S6Y1gohk5-A,80s,pop,rock,soul,funk,funk,pop,soul
Amber Run,I Found,https://www.last.fm/music/Amber+Run/_/I+Found,https://www.youtube.com/watch?v=Yj6V_a1-EUA,teen wolf,indie,indie pop,alternative,indie,rock,indie rock,
The Strokes,12:51,https://www.last.fm/music/The+Strokes/_/12:51,https://www.youtube.com/watch?v=O2YED3-Vk7Y,indie rock,rock,indie,alternative,alternative rock,indie rock,indie,rock
Queen,Love Of My Life - Remastered 2011,https://www.last.fm/music/Queen/_/Love+Of+My+Life+-+Remastered+2011,https://www.youtube.com/watch?v=bG-aK3xyn20,rock,classic rock,british,classic rock,rock,hard rock,,
Melanie Martinez,Show & Tell,https://www.last.fm/music/Melanie+Martinez/_/Show+&+Tell,https://www.youtube.com/watch?v=8cXPoQ5WalM,indie,alternative,pop,soundtrack,dark pop,pop,indie,indie pop
Evanescence,Going Under,https://www.last.fm/music/Evanescence/_/Going+Under,https://www.youtube.com/watch?v=CdhqVtpR2ts,gothic rock,rock,female vocalists,gothic,evanescence,gothic rock,rock,female vocalists
Miley Cyrus,Night Crawling (feat. Billy Idol),https://www.last.fm/music/Miley+Cyrus/_/Night+Crawling+(feat.+Billy+Idol),https://www.youtube.com/watch?v=xeEtfHz5D3c,rock,pop rock,pop,female vocalists,dance,,,
Awolnation,Sail,https://www.last.fm/music/Awolnation/_/Sail,https://www.youtube.com/watch?v=tgIqecROs5M,electronic,alternative,chill,awolnation,electronic,indie,alternative,
Gorillaz,Plastic Beach (Feat. Mick Jones and Paul Simonon),https://www.last.fm/music/Gorillaz/_/Plastic+Beach+(Feat.+Mick+Jones+and+Paul+Simonon),https://www.youtube.com/watch?v=AGM8BMqBcTo,electronic,british,alternative,electronica,alternative,electronic,hip-hop,
"Dream, Ivory",welcome and goodbye,"https://www.last.fm/music/Dream,+Ivory/_/welcome+and+goodbye",https://www.youtube.com/watch?v=oqjx9Uj_JXo,indie rock,indie,lo-fi,dream ivory,indie rock,shoegaze,lo-fi,
BTS,Outro: Her,https://www.last.fm/music/BTS/_/Outro:+Her,https://www.youtube.com/watch?v=2WvGOE95Rjo,bts,rap,k-pop,underrated,k-pop,bts,korean,
One Direction,Live While We're Young,https://www.last.fm/music/One+Direction/_/Live+While+We%27re+Young,https://www.youtube.com/watch?v=AbPED9bisSc,pop,british,one direction,male vocalists,pop,british,one direction,
Cardi B,Money,https://www.last.fm/music/Cardi+B/_/Money,https://www.youtube.com/watch?v=zUOh09GoQgk,rap,trap rap,trap,east coast hip hop,better than nicki minaj,hip-hop,rap,trap
Little Mix,Woman Like Me (feat. Nicki Minaj),https://www.last.fm/music/Little+Mix/_/Woman+Like+Me+(feat.+Nicki+Minaj),https://www.youtube.com/watch?v=fSOpiZo1BAA,pop,reggae,pop,british,female vocalists,,,
AC/DC,T.N.T.,https://www.last.fm/music/AC%2FDC/_/T.N.T.,https://www.youtube.com/watch?v=NhsK5WExrnE,hard rock,rock,classic rock,70s,hard rock,classic rock,rock,
BTS,House Of Cards (Full Length Edition),https://www.last.fm/music/BTS/_/House+Of+Cards+(Full+Length+Edition),https://www.youtube.com/watch?v=dwYxlcszZAI,bts,sex,kpop,sexy beats but sad lyrics,k-pop,bts,korean,
Justin Timberlake,Cry Me a River,https://www.last.fm/music/Justin+Timberlake/_/Cry+Me+a+River,https://www.youtube.com/watch?v=DksSPZTZES0,pop,rnb,justin timberlake,dance,male vocalists,pop,rnb,dance
Agust D,give it to me,https://www.last.fm/music/Agust+D/_/give+it+to+me,https://www.youtube.com/watch?v=_Zgc12yL5ss,rap,korean,suga,hip hop,rap,hip-hop,korean,
Aretha Franklin,I Say a Little Prayer,https://www.last.fm/music/Aretha+Franklin/_/I+Say+a+Little+Prayer,https://www.youtube.com/watch?v=-8y0onSG3kg,soul,female vocalists,60s,oldies,soul,jazz,female vocalists,
Hot Chelle Rae,Tonight Tonight,https://www.last.fm/music/Hot+Chelle+Rae/_/Tonight+Tonight,https://www.youtube.com/watch?v=QzlNFcT2aOE,pop,catchy,love at first listen,rock,pop,rock,alternative,
Tory Lanez,Broke In A Minute,https://www.last.fm/music/Tory+Lanez/_/Broke+In+A+Minute,https://www.youtube.com/watch?v=rTVjstuyuJU,hip-hop,rnb,2020,canadian,rap,hip-hop,rnb,canadian
Marshmello,Be Kind (with Halsey),https://www.last.fm/music/Marshmello/_/Be+Kind+(with+Halsey),https://www.youtube.com/watch?v=ePao0cTGG-o,pop,2020,halsey,marshmello,2020s,dance,electronic,trap
Polo G,GANG GANG (with Lil Wayne),https://www.last.fm/music/Polo+G/_/GANG+GANG+(with+Lil+Wayne),https://www.youtube.com/watch?v=HQE456q4n5U,lil wayne,polo g,rap,hip-hop,hip hop,,,
Pearl Jam,Jeremy,https://www.last.fm/music/Pearl+Jam/_/Jeremy,https://www.youtube.com/watch?v=MS91knuzoOA,grunge,90s,rock,alternative rock,alternative,grunge,rock,alternative rock
JPEGMAFIA,"SICK, NERVOUS & BROKE!","https://www.last.fm/music/JPEGMAFIA/_/SICK,+NERVOUS+&+BROKE%21",https://www.youtube.com/watch?v=I1Rr49gbZws,trip hop,ballad,progressive pop,avant pop,hip-hop,experimental,glitch hop,
Bob Dylan,Knockin' on Heaven's Door,https://www.last.fm/music/Bob+Dylan/_/Knockin%27+on+Heaven%27s+Door,https://www.youtube.com/watch?v=cJpB_AEZf6U,classic rock,folk,rock,singer-songwriter,folk rock,folk,singer-songwriter,classic rock
"Tyler, the Creator",Lights On (feat. Ryan Beatty & Santigold),"https://www.last.fm/music/Tyler,+the+Creator/_/Lights+On+(feat.+Ryan+Beatty+&+Santigold)",https://www.youtube.com/watch?v=QKiCGSieghA,hip hop,alternative,christmas,alternative hip hop,hip-hop,rap,ofwgkta,
Green Day,Holiday,https://www.last.fm/music/Green+Day/_/Holiday,https://www.youtube.com/watch?v=A1OqtIqzScI,punk rock,rock,punk,green day,alternative,punk rock,rock,punk
Big Sean,Bounce Back,https://www.last.fm/music/Big+Sean/_/Bounce+Back,https://www.youtube.com/watch?v=phr1pOFK1V8,hip-hop,rap,american,songs to drive to,2010s,hip-hop,rap,hip hop
Eminem,The Monster,https://www.last.fm/music/Eminem/_/The+Monster,https://www.youtube.com/watch?v=EHkozMIXZ8w,rap,pop,hip-hop,hip hop,eminem,rap,hip-hop,eminem
Calvin Harris,How Deep is your love,https://www.last.fm/music/Calvin+Harris/_/How+Deep+is+your+love,https://www.youtube.com/watch?v=EgqUJOudrcM,electronic,pop,dance,love at first listen,electronic,dance,electro,
Red Velvet,Pose,https://www.last.fm/music/Red+Velvet/_/Pose,https://www.youtube.com/watch?v=rDWM8ZCXic4,k-pop,kpop,pop,korean,female vocalists,k-pop,kpop,pop
Go_A,Shum,https://www.last.fm/music/Go_A/_/Shum,https://www.youtube.com/watch?v=U7-dxzp6Jvs,eurovision,psytrance,white voice,folktronica,folktronica,folk,ukrainian,
TK from Ling tosite sigure,Unravel,https://www.last.fm/music/TK+from+Ling+tosite+sigure/_/Unravel,https://www.youtube.com/watch?v=H2oWviWV9r4,,,,,,,,
Green Day,Jesus of Suburbia,https://www.last.fm/music/Green+Day/_/Jesus+of+Suburbia,https://www.youtube.com/watch?v=fZFmaMbkUD4,punk rock,rock,punk,green day,alternative,punk rock,rock,punk
Eslabon Armado,Jugaste y Sufrí,https://www.last.fm/music/Eslabon+Armado/_/Jugaste+y+Sufr%C3%AD,https://www.youtube.com/watch?v=E6ecxtNWyVs,corridos tumbados,mexico,mexican,corrido,corridos tumbados,mexico,mexican,
JPEGMAFIA,DAM! DAM! DAM!,https://www.last.fm/music/JPEGMAFIA/_/DAM%21+DAM%21+DAM%21,https://www.youtube.com/watch?v=4LFfwBcQjOQ,rnb,trip hop,experimental hip-hop,synth,vaporwave,hip-hop,experimental,glitch hop
Jesse,Bloom Later,https://www.last.fm/music/Jesse/_/Bloom+Later,https://www.youtube.com/watch?v=LoPz56gtdZo,indie,pop,alternative,alternative pop,rnb,electronic,electro,finnish
The Marías,I Don't Know You,https://www.last.fm/music/The+Mar%C3%ADas/_/I+Don%27t+Know+You,https://www.youtube.com/watch?v=YzKM5g_FwYU,indie,alternative,indie pop,indie pop,indie,bedroom pop,,
Red Velvet - IRENE & SEULGI,Naughty,https://www.last.fm/music/Red+Velvet+-+IRENE+&+SEULGI/_/Naughty,https://www.youtube.com/watch?v=wCWoUUWwdqg,electropop,dance,moonshine,pop,k-pop,kpop,korean,
Migos,MotorSport,https://www.last.fm/music/Migos/_/MotorSport,https://www.youtube.com/watch?v=9v_rtaye2yY,rap,hip hop,hip-hop,cardi b,hip-hop,trap,rap,
Stromae,Papaoutai,https://www.last.fm/music/Stromae/_/Papaoutai,https://www.youtube.com/watch?v=oiKj0Z_Xnjc,french,dance,pop,electronic,dance,french,,
The Beatles,I Want To Hold Your Hand - Remastered 2015,https://www.last.fm/music/The+Beatles/_/I+Want+To+Hold+Your+Hand+-+Remastered+2015,https://www.youtube.com/watch?v=v1HDt1tknTc,60s,oldies,classic rock,rock,classic rock,rock,60s,
Conan Gray,The Cut That Always Bleeds,https://www.last.fm/music/Conan+Gray/_/The+Cut+That+Always+Bleeds,https://www.youtube.com/watch?v=OuTLKgPyaF0,indie,rock,indie rock,indie,pop,indie pop,,
OH MY GIRL,DUN DUN DANCE,https://www.last.fm/music/OH+MY+GIRL/_/DUN+DUN+DANCE,https://www.youtube.com/watch?v=HzOjwL7IP_o,k-pop,bop,girl group,female vocalists,k-pop,girl group,korean,
Summer Walker,Ex For A Reason (with JT from City Girls),https://www.last.fm/music/Summer+Walker/_/Ex+For+A+Reason+(with+JT+from+City+Girls),https://www.youtube.com/watch?v=i1dqmmgAeKo,rnb,pop rap,soul,pop,rnb,soul,neo-soul,
Tove Lo,Disco Tits,https://www.last.fm/music/Tove+Lo/_/Disco+Tits,https://www.youtube.com/watch?v=8RQDPwODja4,disco,pop,electropop,sex,pop,swedish,electronic,
Angèle,Pensées positives,https://www.last.fm/music/Ang%C3%A8le/_/Pens%C3%A9es+positives,https://www.youtube.com/watch?v=lZclSusVHDQ,synthpop,pop,indie pop,belgium,,,,
SHINee,Don't Call Me,https://www.last.fm/music/SHINee/_/Don%27t+Call+Me,https://www.youtube.com/watch?v=p6OoY6xneI0,2021,trap,k-pop,korean,shinee,,,
Lana Del Rey,13 Beaches,https://www.last.fm/music/Lana+Del+Rey/_/13+Beaches,https://www.youtube.com/watch?v=Mcvz8DnuoGI,ambient pop,chamber pop,indie,pop,indie,female vocalists,pop,
Linkin Park,Burn It Down,https://www.last.fm/music/Linkin+Park/_/Burn+It+Down,https://www.youtube.com/watch?v=dxytyRy-O1k,rock,alternative,alternative rock,electronic rock,linkin park,rock,nu metal,alternative rock
Cage the Elephant,Social Cues,https://www.last.fm/music/Cage+the+Elephant/_/Social+Cues,https://www.youtube.com/watch?v=MeUV64xFoEA,indie rock,rock,garage rock,psychedelic rock,indie rock,alternative,rock,
Twenty One Pilots,Choker,https://www.last.fm/music/Twenty+One+Pilots/_/Choker,https://www.youtube.com/watch?v=2sBRnnnZyFw,rock,indie rock,indie,synthpop,alternative,electronic,indie,
Joji,Tick Tock,https://www.last.fm/music/Joji/_/Tick+Tock,https://www.youtube.com/watch?v=2FCo7OxVoeY,lo-fi,rnb,hip-hop,japanese,alternative rnb,lo-fi,rnb,hip-hop
Ariana Grande,worst behavior,https://www.last.fm/music/Ariana+Grande/_/worst+behavior,https://www.youtube.com/watch?v=rFA11HZu-RU,pop,rnb,worst bonus track,pop,rnb,female vocalists,,
The Shins,New Slang - 2021 Remaster,https://www.last.fm/music/The+Shins/_/New+Slang+-+2021+Remaster,https://www.youtube.com/watch?v=kGpAMPS_t8U,indie,indie rock,indie pop,alternative,rock,indie,indie rock,indie pop
Rammstein,Sonne,https://www.last.fm/music/Rammstein/_/Sonne,https://www.youtube.com/watch?v=StZcUAPRRac,industrial metal,metal,german,industrial,rammstein,industrial metal,metal,industrial
Erik Satie,Gymnopédie No. 1,https://www.last.fm/music/Erik+Satie/_/Gymnop%C3%A9die+No.+1,https://www.youtube.com/watch?v=2WfaotSK3mI,classical,piano,classical,piano,impressionist,,,
Train,Drive By,https://www.last.fm/music/Train/_/Drive+By,https://www.youtube.com/watch?v=oxqnFJ3lp5k,pop,rock,alternative,pop rock,rock,alternative rock,pop,
Zac Efron,Rewrite The Stars,https://www.last.fm/music/Zac+Efron/_/Rewrite+The+Stars,https://www.youtube.com/watch?v=yO28Z5_Eyls,soundtrack,musical,pop,soundtrack,disney,,,
K/DA,DRUM GO DUM,https://www.last.fm/music/K%2FDA/_/DRUM+GO+DUM,https://www.youtube.com/watch?v=VLE6Y1q13qE,k-pop,pop,k-pop,pop,league of legends,,,
NCT 127,Earthquake,https://www.last.fm/music/NCT+127/_/Earthquake,https://www.youtube.com/watch?v=5bocmq9IWh0,moonshine,k-pop,kpop,korean,k-pop,kpop,korean,
Mos Def,Ms. Fat Booty,https://www.last.fm/music/Mos+Def/_/Ms.+Fat+Booty,https://www.youtube.com/watch?v=01yUzXQctcM,hip-hop,hip hop,rap,mos def,hip-hop,rap,hip hop,
Rupert Holmes,Escape (The Pina Colada Song),https://www.last.fm/music/Rupert+Holmes/_/Escape+(The+Pina+Colada+Song),https://www.youtube.com/watch?v=vLom-87AmO8,70s,pop,easy listening,classic rock,soft rock,soft rock,pop,70s
Kid Cudi,Make Her Say,https://www.last.fm/music/Kid+Cudi/_/Make+Her+Say,https://www.youtube.com/watch?v=Xt22KvnRSL4,hip-hop,rap,lady gaga,mellow,hip-hop,rap,hip hop,
Guns N' Roses,Knockin' on Heaven's Door,https://www.last.fm/music/Guns+N%27+Roses/_/Knockin%27+on+Heaven%27s+Door,https://www.youtube.com/watch?v=f8OHybVhQwc,rock,hard rock,classic rock,cover,guns n roses,hard rock,rock,classic rock
Childish Gambino,Heartbeat,https://www.last.fm/music/Childish+Gambino/_/Heartbeat,https://www.youtube.com/watch?v=dFVxGRekRSg,hip-hop,pop,love hurts,hip-hop,rap,hip hop,,
Turnstile,FLY AGAIN,https://www.last.fm/music/Turnstile/_/FLY+AGAIN,https://www.youtube.com/watch?v=-xHt98f5JxI,hardcore,hardcore punk,punk,hardcore,hardcore punk,punk,,
Celeste,Strange,https://www.last.fm/music/Celeste/_/Strange,https://www.youtube.com/watch?v=A1AJEv50Ld4,soul,jazz,british,blues,sludge,screamo,post-hardcore,
RM,uhgood,https://www.last.fm/music/RM/_/uhgood,https://www.youtube.com/watch?v=7BH6fzOdKa8,hip hop,indie,k-pop,alternative,rap,hip-hop,k-pop,
Gunna,Sold Out Dates (feat. Lil Baby),https://www.last.fm/music/Gunna/_/Sold+Out+Dates+(feat.+Lil+Baby),https://www.youtube.com/watch?v=wp6oQlb--Ks,gunna,lil baby,rap,hip-hop,trap,,,
Videoclub,Amour Plastique,https://www.last.fm/music/Videoclub/_/Amour+Plastique,https://www.youtube.com/watch?v=5NjJLFI_oYs,synthpop,pop,cledi s wine cellar,french,indie,synthpop,,
Amy Winehouse,Love Is a Losing Game,https://www.last.fm/music/Amy+Winehouse/_/Love+Is+a+Losing+Game,https://www.youtube.com/watch?v=nMO5Ko_77Hk,soul,jazz,female vocalists,amy winehouse,british,soul,jazz,female vocalists
WET LEG,Too Late Now,https://www.last.fm/music/WET+LEG/_/Too+Late+Now,https://www.youtube.com/watch?v=UB3PJwPMHzQ,indie rock,post-punk,british,indie rock,post-punk,british,,
Rae Sremmurd,No Type,https://www.last.fm/music/Rae+Sremmurd/_/No+Type,https://www.youtube.com/watch?v=wzMrK-aGCug,hip-hop,hip hop,2014,hip-hop,rap,hip hop,,
Taemin,move,https://www.last.fm/music/Taemin/_/move,https://www.youtube.com/watch?v=rcEyUNeZqmY,k-pop,kpop,korean,k-pop,korean,태민,,
GhosteMane,Mercury: Retrograde,https://www.last.fm/music/GhosteMane/_/Mercury:+Retrograde,https://www.youtube.com/watch?v=31j4DIpgY9U,rap,metal,hip-hop,emo,horrorcore,cloud rap,hip-hop,rap
Juice WRLD,Rich and Blind,https://www.last.fm/music/Juice+WRLD/_/Rich+and+Blind,https://www.youtube.com/watch?v=DRN2jnlXewE,rap,rnb,juice wrld,hip-hop,rap,emo rap,,
Black Eyed Peas,Boom Boom Pow,https://www.last.fm/music/Black+Eyed+Peas/_/Boom+Boom+Pow,https://www.youtube.com/watch?v=4m48GqaOz90,dance,hip hop,pop,hip-hop,rap,hip-hop,pop,rnb
SPELLLING,Little Deer,https://www.last.fm/music/SPELLLING/_/Little+Deer,https://www.youtube.com/watch?v=yACWrKIKeMs,baroque pop,psychedelic soul,art pop,synthpop,ethereal wave,,,
TWICE,"PUSH & PULL (JIHYO, SANA, DAHYUN)","https://www.last.fm/music/TWICE/_/PUSH+&+PULL+(JIHYO,+SANA,+DAHYUN)",https://www.youtube.com/watch?v=LKHm2N-knDQ,k-pop,korean,kpop,sana,jihyo,k-pop,kpop,korean
Shakira,She Wolf,https://www.last.fm/music/Shakira/_/She+Wolf,https://www.youtube.com/watch?v=booKP974B0k,pop,dance,shakira,sexy,female vocalists,pop,latin,female vocalists
iann dior,emotions,https://www.last.fm/music/iann+dior/_/emotions,https://www.youtube.com/watch?v=6TsnAZLYu0A,rap,pop,hip-hop,hip hop,emo rap,emo rap,rap,hip-hop
Lil Baby,Pure Cocaine,https://www.last.fm/music/Lil+Baby/_/Pure+Cocaine,https://www.youtube.com/watch?v=IixEG5N0GdE,lil baby,rap,hip-hop,hip hop,,,,
Bryson Tiller,Right My Wrongs,https://www.last.fm/music/Bryson+Tiller/_/Right+My+Wrongs,https://www.youtube.com/watch?v=1lQDPOfMUIA,hip hop,rap,rnb,alternative rnb,trapsoul,rnb,hip-hop,trap
Lil Nas X,VOID,https://www.last.fm/music/Lil+Nas+X/_/VOID,https://www.youtube.com/watch?v=aV2Dfcz20xQ,comercial,hip-hop,rap,country rap,,,,
Juice WRLD,I'm Still,https://www.last.fm/music/Juice+WRLD/_/I%27m+Still,https://www.youtube.com/watch?v=Hivf9Z_E3qU,rap,hiphop,juice wrld,hip-hop,rap,emo rap,,
Yes,Owner of a Lonely Heart,https://www.last.fm/music/Yes/_/Owner+of+a+Lonely+Heart,https://www.youtube.com/watch?v=SVOuYquXuuc,progressive rock,80s,classic rock,rock,yes,progressive rock,classic rock,rock
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),https://www.last.fm/music/Jay+Rock/_/Wow+Freestyle+(feat.+Kendrick+Lamar),https://www.youtube.com/watch?v=GTe57jQX5Eg,hip-hop,rap,played,tde,jay rock,hip-hop,rap,gangsta rap
The Beatles,I'm Only Sleeping - Remastered 2009,https://www.last.fm/music/The+Beatles/_/I%27m+Only+Sleeping+-+Remastered+2009,https://www.youtube.com/watch?v=BT5j9OQ7Sh0,psychedelic,psychedelic rock,insomnia,sleepwalker,silent lucidity,classic rock,rock,60s
Ariana Grande,Pete Davidson,https://www.last.fm/music/Ariana+Grande/_/Pete+Davidson,https://www.youtube.com/watch?v=ba8CifMRZ2Y,rnb,trash,pop,rnb,female vocalists,,,
Fetty Wap,679 (Feat. Remy Boyz),https://www.last.fm/music/Fetty+Wap/_/679+(Feat.+Remy+Boyz),https://www.youtube.com/watch?v=Pzz4Z-O7710,fetty wap,rap,hip hop,remy boyz,hip-hop,rap,trap,
Bo Burnham,Comedy,https://www.last.fm/music/Bo+Burnham/_/Comedy,https://www.youtube.com/watch?v=6A6V36mWEAE,comedy,acoustic,synthpop,albums,piano,comedy,acoustic,piano
Polo G,Unapologetic (with NLE Choppa),https://www.last.fm/music/Polo+G/_/Unapologetic+(with+NLE+Choppa),None,rap,hip-hop,hip hop,american,trap,rap,hip-hop,hip hop
Kacey Musgraves,justified,https://www.last.fm/music/Kacey+Musgraves/_/justified,https://www.youtube.com/watch?v=i-0PaQanGBc,country,art pop,country,female vocalists,singer-songwriter,,,
Bing Crosby,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,https://www.last.fm/music/Bing+Crosby/_/Hark%21+The+Herald+Angels+Sing%2FIt+Came+Upon+A+Midnight+Clear+-+Medley+%2F+Remastered+2006,https://www.youtube.com/watch?v=VnC_BtuXwBM,jazz,swing,oldies,christmas,crooners,christmas,jazz,swing
A Flock of Seagulls,I Ran (So Far Away),https://www.last.fm/music/A+Flock+of+Seagulls/_/I+Ran+(So+Far+Away),https://www.youtube.com/watch?v=iIpfWORQWhU,80s,new wave,synthpop,pop,new wave,80s,synthpop,
LoveJoy,Sex Sells,https://www.last.fm/music/LoveJoy/_/Sex+Sells,https://www.youtube.com/watch?v=h6elJiioKt4,indiepop,indie pop,indiepop,indie pop,indie rock,,,
Niki,Every Summertime,https://www.last.fm/music/Niki/_/Every+Summertime,https://www.youtube.com/watch?v=OXtZfPZIex4,rnb,pop,indonesian,vocaloid,rnb,pop,indonesian,
Meduza,Lose Control,https://www.last.fm/music/Meduza/_/Lose+Control,https://www.youtube.com/watch?v=-3P2USPFDcE,house,electronic,deep house,boliche,power metal,house,electronic,
Seventeen,Ready to love,https://www.last.fm/music/Seventeen/_/Ready+to+love,https://www.youtube.com/watch?v=yCvSR4lSqTg,k-pop,kpop,rock,power pop,pop,k-pop,kpop,rock
Young Thug,Bad Bad Bad (feat. Lil Baby),https://www.last.fm/music/Young+Thug/_/Bad+Bad+Bad+(feat.+Lil+Baby),https://www.youtube.com/watch?v=bWq8-SFT7mk,young thug,lil baby,hip-hop,trap,rap,,,
The Neighbourhood,Unfair,https://www.last.fm/music/The+Neighbourhood/_/Unfair,https://www.youtube.com/watch?v=nR2ujFL6vrE,indie,instrumental,trap,indie,indie rock,indie pop,,
Sweet Trip,Milk - 2021 Remaster,https://www.last.fm/music/Sweet+Trip/_/Milk+-+2021+Remaster,https://www.youtube.com/watch?v=IXyMOU3S90I,shoegaze,idm,electronic,ambient,indie pop,shoegaze,idm,electronic
88Rising,Midsummer Madness,https://www.last.fm/music/88Rising/_/Midsummer+Madness,https://www.youtube.com/watch?v=VPSoNx1gyQ4,hip-hop,rnb,soul,rap,hip-hop,rnb,rap,
Chief Keef,See Through,https://www.last.fm/music/Chief+Keef/_/See+Through,https://www.youtube.com/watch?v=zNovJTPE_mw,hip-hop,rap,drill,gangsta rap,trap,hip-hop,rap,drill
Phoebe Bridgers,You Missed My Heart,https://www.last.fm/music/Phoebe+Bridgers/_/You+Missed+My+Heart,https://www.youtube.com/watch?v=pK1cwjGw74s,covers,cover,eclectonia,singer-songwriter,folk,indie folk,,
