artist,name,url,yt_links,Genre
Tame Impala,Is it true,https://www.last.fm/music/Tame+Impala/_/Is+it+true,https://www.youtube.com/watch?v=KN8nJFLu1Rk,rock
Taylor Swift,Hey Stephen (Taylor’s Version),https://www.last.fm/music/Taylor+Swift/_/Hey+Stephen+(Taylor%E2%80%99s+Version),https://www.youtube.com/watch?v=tMhiHrL7rPE,pop
Taylor Swift,Our Song,https://www.last.fm/music/Taylor+Swift/_/Our+Song,https://www.youtube.com/watch?v=Jb2stN7kH28,pop
WET LEG,Chaise Longue,https://www.last.fm/music/WET+LEG/_/Chaise+Longue,https://www.youtube.com/watch?v=Zd9jeJk2UHQ,rock
Linkin Park,Papercut,https://www.last.fm/music/Linkin+Park/_/Papercut,https://www.youtube.com/watch?v=vjVkXlxsO8Q,rock
Willow,"Female Energy, Part 2","https://www.last.fm/music/Willow/_/Female+Energy,+Part+2",https://www.youtube.com/watch?v=1q4k2PDt4VY,pop
Boston,More Than a Feeling,https://www.last.fm/music/Boston/_/More+Than+a+Feeling,https://www.youtube.com/watch?v=t4QK8RxCAwo,rock
KYLE,Don't Wanna Fall In Love,https://www.last.fm/music/KYLE/_/Don%27t+Wanna+Fall+In+Love,https://www.youtube.com/watch?v=Bm2ibFabEhc,rap
Camila Cabello,Havana (feat. Young Thug),https://www.last.fm/music/Camila+Cabello/_/Havana+(feat.+Young+Thug),https://www.youtube.com/watch?v=BQ0mxQXmLsk,pop
Kendrick Lamar,YAH.,https://www.last.fm/music/Kendrick+Lamar/_/YAH.,https://www.youtube.com/watch?v=kL9QqLugfLU,rap
IC3PEAK,VAMPIR (feat. Oli Sykes of Bring Me The Horizon),https://www.last.fm/music/IC3PEAK/_/VAMPIR+(feat.+Oli+Sykes+of+Bring+Me+The+Horizon),https://www.youtube.com/watch?v=Xio1F4YRSaY,electronic
Alicia Keys,If I Ain't Got You,https://www.last.fm/music/Alicia+Keys/_/If+I+Ain%27t+Got+You,https://www.youtube.com/watch?v=Ju8Hr50Ckwk,rnb
John Mayer,New Light,https://www.last.fm/music/John+Mayer/_/New+Light,https://www.youtube.com/watch?v=mQ055hHdxbE,pop
BTS,Serendipity (Full Length Edition),https://www.last.fm/music/BTS/_/Serendipity+(Full+Length+Edition),https://www.youtube.com/watch?v=gSsCZJM6OG0,k-pop
Clean Bandit,Rather Be (feat. Jess Glynne),https://www.last.fm/music/Clean+Bandit/_/Rather+Be+(feat.+Jess+Glynne),https://www.youtube.com/watch?v=m-M1AtrxztU,pop
Massive Attack,Teardrop,https://www.last.fm/music/Massive+Attack/_/Teardrop,https://www.youtube.com/watch?v=u7K72X4eo_s,electronic
Michael Jackson,Don't Stop 'Til You Get Enough,https://www.last.fm/music/Michael+Jackson/_/Don%27t+Stop+%27Til+You+Get+Enough,https://www.youtube.com/watch?v=yURRmWtbTbo,pop
Muse,Starlight,https://www.last.fm/music/Muse/_/Starlight,https://www.youtube.com/watch?v=Pgum6OT_VH8,rock
will.i.am,Scream & Shout,https://www.last.fm/music/will.i.am/_/Scream+&+Shout,https://www.youtube.com/watch?v=kYtGl1dX5qI,pop
Taylor Swift,Long Live,https://www.last.fm/music/Taylor+Swift/_/Long+Live,https://www.youtube.com/watch?v=TFglkZVPBY0,pop
TWICE,YES or YES,https://www.last.fm/music/TWICE/_/YES+or+YES,https://www.youtube.com/watch?v=mAKsZ26SabQ,k-pop
Eartha Kitt,Santa Baby (with Henri René & His Orchestra),https://www.last.fm/music/Eartha+Kitt/_/Santa+Baby+(with+Henri+Ren%C3%A9+&+His+Orchestra),https://www.youtube.com/watch?v=Mk_GmhD053E,vocalists
Khruangbin,B-Side,https://www.last.fm/music/Khruangbin/_/B-Side,https://www.youtube.com/watch?v=CgugkEB-q_Q,rock
Internet Money,Lemonade,https://www.last.fm/music/Internet+Money/_/Lemonade,https://www.youtube.com/watch?v=0opZqh_TprM,rap
Glass Animals,Take A Slice,https://www.last.fm/music/Glass+Animals/_/Take+A+Slice,https://www.youtube.com/watch?v=8GLBfPS_Ix8,indie
Britney Spears,I'm a Slave 4 U,https://www.last.fm/music/Britney+Spears/_/I%27m+a+Slave+4+U,https://www.youtube.com/watch?v=Mzybwwf2HoQ,pop
Sufjan Stevens,Visions of Gideon,https://www.last.fm/music/Sufjan+Stevens/_/Visions+of+Gideon,https://www.youtube.com/watch?v=IDgR3FNlsUM,indie
Radiohead,Reckoner,https://www.last.fm/music/Radiohead/_/Reckoner,https://www.youtube.com/watch?v=pYHEpDnvVPk,rock
DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","https://www.last.fm/music/DJ+Snake/_/SG+(with+Ozuna,+Megan+Thee+Stallion+&+LISA+of+BLACKPINK)",https://www.youtube.com/watch?v=tJXPfNDVF4I,rap
Lil Nas X,Old Town Road - Remix,https://www.last.fm/music/Lil+Nas+X/_/Old+Town+Road+-+Remix,https://www.youtube.com/watch?v=w2Ov5jzm3j8,rap
Machine Gun Kelly,forget me too (feat. Halsey),https://www.last.fm/music/Machine+Gun+Kelly/_/forget+me+too+(feat.+Halsey),https://www.youtube.com/watch?v=7gVNNPv8w4Q,pop
Doja Cat,Candy,https://www.last.fm/music/Doja+Cat/_/Candy,https://www.youtube.com/watch?v=ZRHHOttkM1A,pop
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),https://www.last.fm/music/A$AP+Rocky/_/Lord+Pretty+Flacko+Jodye+2+(LPFJ2),https://www.youtube.com/watch?v=dcDqi6XQkfM,rap
Don McLean,American Pie,https://www.last.fm/music/Don+McLean/_/American+Pie,https://www.youtube.com/watch?v=iX_TFkut1PM,rock
BTS,Danger,https://www.last.fm/music/BTS/_/Danger,https://www.youtube.com/watch?v=43r6lXilbcQ,k-pop
Boney M.,Mary's Boy Child / Oh My Lord,https://www.last.fm/music/Boney+M./_/Mary%27s+Boy+Child+%2F+Oh+My+Lord,https://www.youtube.com/watch?v=8amHW-xdbzE,pop
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",https://www.last.fm/music/Eminem/_/Lose+Yourself+-+From+%228+Mile%22+Soundtrack,https://www.youtube.com/watch?v=_Yhyp-_hX2s,rap
Kanye West,Spaceship,https://www.last.fm/music/Kanye+West/_/Spaceship,https://www.youtube.com/watch?v=mn77gzjBl1U,rap
DaBaby,BOP,https://www.last.fm/music/DaBaby/_/BOP,https://www.youtube.com/watch?v=28hYUZMufDg,rap
One Direction,Best Song Ever,https://www.last.fm/music/One+Direction/_/Best+Song+Ever,https://www.youtube.com/watch?v=o_v9MY_FMcw,pop
Catie Turner,God Must Hate Me,https://www.last.fm/music/Catie+Turner/_/God+Must+Hate+Me,https://www.youtube.com/watch?v=h_vmQvnKsug,pop
The Strokes,Hard to Explain,https://www.last.fm/music/The+Strokes/_/Hard+to+Explain,https://www.youtube.com/watch?v=BXkm6h6uq0k,rock
Cigarettes After Sex,SWEET,https://www.last.fm/music/Cigarettes+After+Sex/_/SWEET,https://www.youtube.com/watch?v=pZ31pyTZdh0,pop
Ms. Lauryn Hill,Doo Wop (That Thing),https://www.last.fm/music/Ms.+Lauryn+Hill/_/Doo+Wop+(That+Thing),https://www.youtube.com/watch?v=T6QKqFPRZSA,hip-hop
BLACKPINK,Love To Hate Me,https://www.last.fm/music/BLACKPINK/_/Love+To+Hate+Me,https://www.youtube.com/watch?v=wlzGXcTzdzU,pop
Drake,Papi’s Home,https://www.last.fm/music/Drake/_/Papi%E2%80%99s+Home,https://www.youtube.com/watch?v=RJDZBozre1g,rap
Sweet Trip,Dsco,https://www.last.fm/music/Sweet+Trip/_/Dsco,https://www.youtube.com/watch?v=CjAk_ut6nW0,pop
Don Toliver,Had Enough (feat. Quavo & Offset),https://www.last.fm/music/Don+Toliver/_/Had+Enough+(feat.+Quavo+&+Offset),https://www.youtube.com/watch?v=fdfj1qstqh8,rap
Radiohead,Bodysnatchers,https://www.last.fm/music/Radiohead/_/Bodysnatchers,https://www.youtube.com/watch?v=nIQxhSvSRnQ,rock
Westside Gunn,327,https://www.last.fm/music/Westside+Gunn/_/327,https://www.youtube.com/watch?v=kmhgibIoJj0,rap
Marina,Hermit The Frog,https://www.last.fm/music/Marina/_/Hermit+The+Frog,https://www.youtube.com/watch?v=9tGwU--r4xA,pop
Bon Iver,Holocene,https://www.last.fm/music/Bon+Iver/_/Holocene,https://www.youtube.com/watch?v=TWcyIpul8OE,indie
A$AP Rocky,Fukk Sleep (feat. FKA twigs),https://www.last.fm/music/A$AP+Rocky/_/Fukk+Sleep+(feat.+FKA+twigs),https://www.youtube.com/watch?v=cYehF-YVik4,rap
Post Malone,Stay,https://www.last.fm/music/Post+Malone/_/Stay,https://www.youtube.com/watch?v=4Ukh9aQBzWc,rap
Rise Against,Savior,https://www.last.fm/music/Rise+Against/_/Savior,https://www.youtube.com/watch?v=e8X3ACToii0,rock
6LACK,Pretty Little Fears (feat. J. Cole),https://www.last.fm/music/6LACK/_/Pretty+Little+Fears+(feat.+J.+Cole),https://www.youtube.com/watch?v=iSgUMPHQEWw,rap
TV Girl,Cigarettes out the Window,https://www.last.fm/music/TV+Girl/_/Cigarettes+out+the+Window,https://www.youtube.com/watch?v=43IuEz8z0a4,pop
The Neighbourhood,Wires,https://www.last.fm/music/The+Neighbourhood/_/Wires,https://www.youtube.com/watch?v=BwcZ81SftVw,pop
Nicki Minaj,Anaconda,https://www.last.fm/music/Nicki+Minaj/_/Anaconda,https://www.youtube.com/watch?v=LDZX4ooRsWs,pop
Lana Del Rey,violets for roses,https://www.last.fm/music/Lana+Del+Rey/_/violets+for+roses,https://www.youtube.com/watch?v=wnm5I8DqOPs,pop
Joji,TEST DRIVE,https://www.last.fm/music/Joji/_/TEST+DRIVE,https://www.youtube.com/watch?v=PEBS2jbZce4,pop
Bryan Adams,Summer of '69,https://www.last.fm/music/Bryan+Adams/_/Summer+of+%2769,https://www.youtube.com/watch?v=eFjjO_lhf9c,rock
Joey Bada$$,Devastated,https://www.last.fm/music/Joey+Bada$$/_/Devastated,https://www.youtube.com/watch?v=RLnA25dVzrQ,pop
BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),https://www.last.fm/music/BROCKHAMPTON/_/BANKROLL+(feat.+A$AP+Rocky+&+A$AP+Ferg),https://www.youtube.com/watch?v=fS__DvpYFJE,rap
P!nk,So What,https://www.last.fm/music/P%21nk/_/So+What,https://www.youtube.com/watch?v=FJfFZqTlWrQ,pop
Benny Blanco,Eastside (with Halsey & Khalid),https://www.last.fm/music/Benny+Blanco/_/Eastside+(with+Halsey+&+Khalid),https://www.youtube.com/watch?v=56WBK4ZK_cw,pop
DEAN,instagram,https://www.last.fm/music/DEAN/_/instagram,https://www.youtube.com/watch?v=wKyMIrBClYw,rnb
BTS,Not Today,https://www.last.fm/music/BTS/_/Not+Today,https://www.youtube.com/watch?v=9DwzBICPhdM,k-pop
J. Cole,Neighbors,https://www.last.fm/music/J.+Cole/_/Neighbors,https://www.youtube.com/watch?v=9nfVWiXY3WY,rap
LIL UZI VERT,Sauce It Up,https://www.last.fm/music/LIL+UZI+VERT/_/Sauce+It+Up,https://www.youtube.com/watch?v=bncb3dm8K7g,rap
Deftones,Mascara,https://www.last.fm/music/Deftones/_/Mascara,https://www.youtube.com/watch?v=XhCBruock0E,rock
Michael Bublé,All I Want for Christmas Is You,https://www.last.fm/music/Michael+Bubl%C3%A9/_/All+I+Want+for+Christmas+Is+You,https://www.youtube.com/watch?v=pw3PhhSfcQg,christmas
Metro Boomin,Overdue (with Travis Scott),https://www.last.fm/music/Metro+Boomin/_/Overdue+(with+Travis+Scott),https://www.youtube.com/watch?v=ThRbi74tkLw,rap
Chase Atlantic,Slow Down,https://www.last.fm/music/Chase+Atlantic/_/Slow+Down,https://www.youtube.com/watch?v=aa3k806uonM,rock
Gorillaz,Kids With Guns,https://www.last.fm/music/Gorillaz/_/Kids+With+Guns,https://www.youtube.com/watch?v=VCkFSe3voRc,rock
Sir Chloe,Michelle,https://www.last.fm/music/Sir+Chloe/_/Michelle,https://www.youtube.com/watch?v=ebySCofQeRs,rock
The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster","https://www.last.fm/music/The+Smiths/_/Please,+Please,+Please,+Let+Me+Get+What+I+Want+-+2011+Remaster",https://www.youtube.com/watch?v=-T8R_VDTOYQ,rock
ShyGirl,SLIME,https://www.last.fm/music/ShyGirl/_/SLIME,https://www.youtube.com/watch?v=3-6iAyHES3c,pop
Eaeon,Don't (feat. RM),https://www.last.fm/music/Eaeon/_/Don%27t+(feat.+RM),https://www.youtube.com/watch?v=oVPYa7QCmRg,rm
Frank Ocean,Sierra Leone,https://www.last.fm/music/Frank+Ocean/_/Sierra+Leone,https://www.youtube.com/watch?v=ovpeE6Pu05Y,hip-hop
Taylor Swift,Haunted,https://www.last.fm/music/Taylor+Swift/_/Haunted,https://www.youtube.com/watch?v=OoQAyLditXQ,pop
HyunA&DAWN,PING PONG,https://www.last.fm/music/HyunA&DAWN/_/PING+PONG,https://www.youtube.com/watch?v=0aaeUI1ucfQ,pop
Blondie,Call Me,https://www.last.fm/music/Blondie/_/Call+Me,https://www.youtube.com/watch?v=StKVS0eI85I,pop
Polo G,Don’t Play (with Lil Baby),https://www.last.fm/music/Polo+G/_/Don%E2%80%99t+Play+(with+Lil+Baby),https://www.youtube.com/watch?v=UJR5AR7hIJU,rap
The Weeknd,Alone Again,https://www.last.fm/music/The+Weeknd/_/Alone+Again,https://www.youtube.com/watch?v=JH398xAYpZA,rnb
Ariana Grande,The Way,https://www.last.fm/music/Ariana+Grande/_/The+Way,https://www.youtube.com/watch?v=_sV0S8qWSy0,pop
Justin Bieber,Baby,https://www.last.fm/music/Justin+Bieber/_/Baby,https://www.youtube.com/watch?v=kffacxfA7G4,pop
BTS,LIE,https://www.last.fm/music/BTS/_/LIE,https://www.youtube.com/watch?v=GwsUXOjYTVk,k-pop
Bryson Tiller,Exchange,https://www.last.fm/music/Bryson+Tiller/_/Exchange,https://www.youtube.com/watch?v=aj9coPGuFkM,pop
The Front Bottoms,Twin Size Mattress,https://www.last.fm/music/The+Front+Bottoms/_/Twin+Size+Mattress,https://www.youtube.com/watch?v=-1rzsT2t2YY,rock
The All-American Rejects,Gives You Hell,https://www.last.fm/music/The+All-American+Rejects/_/Gives+You+Hell,https://www.youtube.com/watch?v=uxUATkpMQ8A,pop
Billy Joel,Piano Man,https://www.last.fm/music/Billy+Joel/_/Piano+Man,https://www.youtube.com/watch?v=gxEPV4kolz0,rock
Yves Tumor,Gospel for a New Century,https://www.last.fm/music/Yves+Tumor/_/Gospel+for+a+New+Century,https://www.youtube.com/watch?v=G-9QCsH3OQM,pop
Calvin Harris,Summer,https://www.last.fm/music/Calvin+Harris/_/Summer,https://www.youtube.com/watch?v=ebXbLfLACGM,electronic
TWICE,LIKEY,https://www.last.fm/music/TWICE/_/LIKEY,https://www.youtube.com/watch?v=V2hlQkVJZhE,k-pop
Phoebe Bridgers,Georgia,https://www.last.fm/music/Phoebe+Bridgers/_/Georgia,https://www.youtube.com/watch?v=VedZlnyChkI,indie
Elton John,Tiny Dancer,https://www.last.fm/music/Elton+John/_/Tiny+Dancer,https://www.youtube.com/watch?v=yYcyacLRPNs,pop
Melanie Martinez,Dollhouse,https://www.last.fm/music/Melanie+Martinez/_/Dollhouse,https://www.youtube.com/watch?v=HcVv9R1ZR84,pop
Linkin Park,Faint,https://www.last.fm/music/Linkin+Park/_/Faint,https://www.youtube.com/watch?v=LYU-8IFcDPw,rock
Daft Punk,Around the World,https://www.last.fm/music/Daft+Punk/_/Around+the+World,https://www.youtube.com/watch?v=dwDns8x3Jb4,electronic
Mitski,Strawberry Blond,https://www.last.fm/music/Mitski/_/Strawberry+Blond,https://www.youtube.com/watch?v=g685pAuKW34,pop
Dhruv,double take,https://www.last.fm/music/Dhruv/_/double+take,https://www.youtube.com/watch?v=uQiF1yOnzDg,jazz
Arizona Zervas,ROXANNE,https://www.last.fm/music/Arizona+Zervas/_/ROXANNE,https://www.youtube.com/watch?v=16YnOUnbE6s,rap
BLACKPINK,PLAYING WITH FIRE,https://www.last.fm/music/BLACKPINK/_/PLAYING+WITH+FIRE,https://www.youtube.com/watch?v=9pdj4iJD08s,pop
Sublime,Santeria,https://www.last.fm/music/Sublime/_/Santeria,https://www.youtube.com/watch?v=AEYN5w4T_aM,rock
Khalid,Scenic Drive (feat. Ari Lennox & Smino),https://www.last.fm/music/Khalid/_/Scenic+Drive+(feat.+Ari+Lennox+&+Smino),https://www.youtube.com/watch?v=SXsS0_f2Ra4,pop
"Tyler, the Creator",BLESSED,"https://www.last.fm/music/Tyler,+the+Creator/_/BLESSED",https://www.youtube.com/watch?v=opm2OTKAffE,rap
Daniel Caesar,CYANIDE,https://www.last.fm/music/Daniel+Caesar/_/CYANIDE,https://www.youtube.com/watch?v=xU-pLTx3Jq8,alternative
SZA,Go Gina,https://www.last.fm/music/SZA/_/Go+Gina,https://www.youtube.com/watch?v=UWktRW128UA,alternative
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)","https://www.last.fm/music/Snoop+Dogg/_/Young,+Wild+&+Free+(feat.+Bruno+Mars)",https://www.youtube.com/watch?v=Wa5B22KAkEk,pop
"Tyler, the Creator",I Ain't Got Time!,"https://www.last.fm/music/Tyler,+the+Creator/_/I+Ain%27t+Got+Time%21",https://www.youtube.com/watch?v=9RsIFKxP47s,rap
Kanye West,No Mistakes,https://www.last.fm/music/Kanye+West/_/No+Mistakes,https://www.youtube.com/watch?v=4I8gDpuvZt4,pop
Michael Jackson,Rock With You - Single Version,https://www.last.fm/music/Michael+Jackson/_/Rock+With+You+-+Single+Version,https://www.youtube.com/watch?v=5X-Mrc2l1d0,pop
Kanye West,Junya Pt 2,https://www.last.fm/music/Kanye+West/_/Junya+Pt+2,https://www.youtube.com/watch?v=fRtqzjFLVF4,rap
Aphex Twin,Xtal,https://www.last.fm/music/Aphex+Twin/_/Xtal,https://www.youtube.com/watch?v=sWcLccMuCA8,electronic
Girl In Red,Girls,https://www.last.fm/music/Girl+In+Red/_/Girls,https://www.youtube.com/watch?v=_BMBDY01kPk,pop
BTS,Hold Me Tight,https://www.last.fm/music/BTS/_/Hold+Me+Tight,https://www.youtube.com/watch?v=9A7IyKB0Oec,rock
TWICE,TT,https://www.last.fm/music/TWICE/_/TT,https://www.youtube.com/watch?v=ePpPVE-GGJw,pop
Playboi Carti,No Time (feat. Gunna),https://www.last.fm/music/Playboi+Carti/_/No+Time+(feat.+Gunna),https://www.youtube.com/watch?v=PWiq1lBq2H0,rap
BTS,Like,https://www.last.fm/music/BTS/_/Like,https://www.youtube.com/watch?v=I7na3x3mGZ8,k-pop
"Tyler, the Creator",Pothole (feat. Jaden Smith),"https://www.last.fm/music/Tyler,+the+Creator/_/Pothole+(feat.+Jaden+Smith)",https://www.youtube.com/watch?v=_wvhrRb3oU0,rap
Taylor Swift,This Love,https://www.last.fm/music/Taylor+Swift/_/This+Love,https://www.youtube.com/watch?v=fn3xDFK2w9k,pop
Playboi Carti,Choppa Won't Miss (feat. Young Thug),https://www.last.fm/music/Playboi+Carti/_/Choppa+Won%27t+Miss+(feat.+Young+Thug),https://www.youtube.com/watch?v=PRVxQXZXBNs,rap
Lorde,Secrets From A Girl (Who's Seen It All),https://www.last.fm/music/Lorde/_/Secrets+From+A+Girl+(Who%27s+Seen+It+All),https://www.youtube.com/watch?v=LNIP_e66bUE,pop
LIL UZI VERT,Sanguine Paradise,https://www.last.fm/music/LIL+UZI+VERT/_/Sanguine+Paradise,https://www.youtube.com/watch?v=Je2OItlb4pY,rap
Lana Del Rey,Wildflower Wildfire,https://www.last.fm/music/Lana+Del+Rey/_/Wildflower+Wildfire,https://www.youtube.com/watch?v=bg2Nk0LX9Mg,pop
Fleetwood Mac,Rhiannon,https://www.last.fm/music/Fleetwood+Mac/_/Rhiannon,https://www.youtube.com/watch?v=0xGPi-Al3zQ,rock
The Neighbourhood,Devil's Advocate,https://www.last.fm/music/The+Neighbourhood/_/Devil%27s+Advocate,https://www.youtube.com/watch?v=SEp7gnM0Ms8,pop
Lil Nas X,TALES OF DOMINICA,https://www.last.fm/music/Lil+Nas+X/_/TALES+OF+DOMINICA,https://www.youtube.com/watch?v=BHc2E3pNgA0,rap
Nas,The World Is Yours,https://www.last.fm/music/Nas/_/The+World+Is+Yours,https://www.youtube.com/watch?v=e5PnuIRnJW8,rap
The Weeknd,Earned It (Fifty Shades of Grey),https://www.last.fm/music/The+Weeknd/_/Earned+It+(Fifty+Shades+of+Grey),https://www.youtube.com/watch?v=waU75jdUnYw,rnb
Normani,Motivation,https://www.last.fm/music/Normani/_/Motivation,https://www.youtube.com/watch?v=FKXSh14svlQ,pop
Frank Sinatra,Mistletoe and Holly,https://www.last.fm/music/Frank+Sinatra/_/Mistletoe+and+Holly,https://www.youtube.com/watch?v=t6EhMKe0Xps,christmas
John Lennon,Imagine - Remastered 2010,https://www.last.fm/music/John+Lennon/_/Imagine+-+Remastered+2010,https://www.youtube.com/watch?v=VOgFZfRVaww,pop
Lorde,Sober II (Melodrama),https://www.last.fm/music/Lorde/_/Sober+II+(Melodrama),https://www.youtube.com/watch?v=Y8j-PqSFHcc,pop
Pop Smoke,Mood Swings (feat. Lil Tjay),https://www.last.fm/music/Pop+Smoke/_/Mood+Swings+(feat.+Lil+Tjay),https://www.youtube.com/watch?v=mM8ostx0Ub8,pop
Young Thug,The London (feat. J. Cole & Travis Scott),https://www.last.fm/music/Young+Thug/_/The+London+(feat.+J.+Cole+&+Travis+Scott),https://www.youtube.com/watch?v=G8Hp-AKrfm0,rap
Sum 41,In Too Deep,https://www.last.fm/music/Sum+41/_/In+Too+Deep,https://www.youtube.com/watch?v=emGri7i8Y2Y,pop
Kanye West,Guilt Trip,https://www.last.fm/music/Kanye+West/_/Guilt+Trip,https://www.youtube.com/watch?v=5hthMeEqf40,rap
Taylor Swift,Fifteen (Taylor’s Version),https://www.last.fm/music/Taylor+Swift/_/Fifteen+(Taylor%E2%80%99s+Version),https://www.youtube.com/watch?v=rLCol1C3ouc,pop
Marília Mendonça,Esqueça-Me Se For Capaz,https://www.last.fm/music/Mar%C3%ADlia+Mendon%C3%A7a/_/Esque%C3%A7a-Me+Se+For+Capaz,https://www.youtube.com/watch?v=I8va_ChEIAI,brasil
Neon Trees,Animal,https://www.last.fm/music/Neon+Trees/_/Animal,https://www.youtube.com/watch?v=gM7Hlg75Mlo,rock
Deftones,Digital Bath,https://www.last.fm/music/Deftones/_/Digital+Bath,https://www.youtube.com/watch?v=9tmPBuSpmfA,rock
Mitski,I Will,https://www.last.fm/music/Mitski/_/I+Will,https://www.youtube.com/watch?v=ODPra5VxNLI,pop
Lil Nas X,Am I Dreaming (feat. Miley Cyrus),https://www.last.fm/music/Lil+Nas+X/_/Am+I+Dreaming+(feat.+Miley+Cyrus),https://www.youtube.com/watch?v=oyliZ8AoPq0,rap
Lana Del Rey,Carmen,https://www.last.fm/music/Lana+Del+Rey/_/Carmen,https://www.youtube.com/watch?v=L6K8Uq88BEQ,pop
Little Simz,Two worlds apart,https://www.last.fm/music/Little+Simz/_/Two+worlds+apart,https://www.youtube.com/watch?v=ieNG_xOZJxw,rap
Queen,We Will Rock You - Remastered 2011,https://www.last.fm/music/Queen/_/We+Will+Rock+You+-+Remastered+2011,https://www.youtube.com/watch?v=-tJYN-eG1zk,rock
BTS,Trivia 承 : Love,https://www.last.fm/music/BTS/_/Trivia+%E6%89%BF+:+Love,https://www.youtube.com/watch?v=GiKZ_4EkYsA,k-pop
Playboi Carti,dothatshit!,https://www.last.fm/music/Playboi+Carti/_/dothatshit%21,https://www.youtube.com/watch?v=geqZRB2-XlI,pop
Echo & the Bunnymen,The Killing Moon,https://www.last.fm/music/Echo+&+the+Bunnymen/_/The+Killing+Moon,https://www.youtube.com/watch?v=LWz0JC7afNQ,alternative
David Bowie,Rebel Rebel - 2016 Remaster,https://www.last.fm/music/David+Bowie/_/Rebel+Rebel+-+2016+Remaster,https://www.youtube.com/watch?v=8jxhpOYNcDY,rock
Green Day,21 Guns,https://www.last.fm/music/Green+Day/_/21+Guns,https://www.youtube.com/watch?v=r00ikilDxW4,rock
BLACKPINK,WHISTLE,https://www.last.fm/music/BLACKPINK/_/WHISTLE,https://www.youtube.com/watch?v=dISNgvVpWlo,pop
KnuckS,Los Pollos Hermanos,https://www.last.fm/music/KnuckS/_/Los+Pollos+Hermanos,https://www.youtube.com/watch?v=zSRFc8T64w8,rap
The Police,Message in a Bottle,https://www.last.fm/music/The+Police/_/Message+in+a+Bottle,https://www.youtube.com/watch?v=MbXWrmQW-OE,pop
Harry Styles,Canyon Moon,https://www.last.fm/music/Harry+Styles/_/Canyon+Moon,https://www.youtube.com/watch?v=TQT3a1qCUuM,pop
Alice in Chains,Man in the Box,https://www.last.fm/music/Alice+in+Chains/_/Man+in+the+Box,https://www.youtube.com/watch?v=TAqZb52sgpU,rock
Serena Isioma,Sensitive,https://www.last.fm/music/Serena+Isioma/_/Sensitive,https://www.youtube.com/watch?v=GRcoqA93UQo,rnb
Young Thug,Livin It Up (with Post Malone & A$AP Rocky),https://www.last.fm/music/Young+Thug/_/Livin+It+Up+(with+Post+Malone+&+A$AP+Rocky),https://www.youtube.com/watch?v=KYDFWENwwDY,pop
Polo G,21,https://www.last.fm/music/Polo+G/_/21,https://www.youtube.com/watch?v=OQ6R4TU5Vwo,rap
Dj Scheme,E-ER (feat. Lil Yachty),https://www.last.fm/music/Dj+Scheme/_/E-ER+(feat.+Lil+Yachty),https://www.youtube.com/watch?v=KpkHydjPgZg,rap
Slipknot,Wait and Bleed,https://www.last.fm/music/Slipknot/_/Wait+and+Bleed,https://www.youtube.com/watch?v=B1zCN0YhW1s,rock
Demi Lovato,Sorry Not Sorry,https://www.last.fm/music/Demi+Lovato/_/Sorry+Not+Sorry,https://www.youtube.com/watch?v=-MsvER1dpjM,pop
Chloe x Halle,Ungodly Hour,https://www.last.fm/music/Chloe+x+Halle/_/Ungodly+Hour,https://www.youtube.com/watch?v=OPS8WTYqxeM,pop
Harry Styles,wOmAn,https://www.last.fm/music/Harry+Styles/_/wOmAn,https://www.youtube.com/watch?v=xS1Gz7nMV0Q,pop
Polo G,Young N Dumb,https://www.last.fm/music/Polo+G/_/Young+N+Dumb,https://www.youtube.com/watch?v=7wLPc32vsXY,rap
TWICE,Cruel,https://www.last.fm/music/TWICE/_/Cruel,https://www.youtube.com/watch?v=HQXBAGVSOyY,k-pop
Beach House,Pink Funeral,https://www.last.fm/music/Beach+House/_/Pink+Funeral,https://www.youtube.com/watch?v=CCMPiCgYHbQ,pop
Kanye West,Amazing,https://www.last.fm/music/Kanye+West/_/Amazing,https://www.youtube.com/watch?v=PH4JPgVD2SM,rap
Twista,Slow Jamz,https://www.last.fm/music/Twista/_/Slow+Jamz,https://www.youtube.com/watch?v=raWSH1KrgFI,rap
Joey Bada$$,TEMPTATION,https://www.last.fm/music/Joey+Bada$$/_/TEMPTATION,https://www.youtube.com/watch?v=75rKK3xyoHM,rap
Travis Scott,WAKE UP,https://www.last.fm/music/Travis+Scott/_/WAKE+UP,https://www.youtube.com/watch?v=yChnkXhauwM,pop
Sasha Alex Sloan,Dancing With Your Ghost,https://www.last.fm/music/Sasha+Alex+Sloan/_/Dancing+With+Your+Ghost,https://www.youtube.com/watch?v=emm0uGDGg2o,pop
Lana Del Rey,Sad Girl,https://www.last.fm/music/Lana+Del+Rey/_/Sad+Girl,https://www.youtube.com/watch?v=jvm6DpqqbLk,pop
Mac Miller,Nikes on My Feet,https://www.last.fm/music/Mac+Miller/_/Nikes+on+My+Feet,https://www.youtube.com/watch?v=a-rqu-hjobc,rap
