artist,name,url,yt_links,Genre
Taylor Swift,Gorgeous,https://www.last.fm/music/Taylor+Swift/_/Gorgeous,https://www.youtube.com/watch?v=1FeD16vu_qQ,rock
Lorde,Mood Ring,https://www.last.fm/music/Lorde/_/Mood+Ring,https://www.youtube.com/watch?v=uU9Fe-WXew4,rap
Avril Lavigne,Complicated,https://www.last.fm/music/Avril+Lavigne/_/Complicated,https://www.youtube.com/watch?v=4IahvCIqeOc,rap
xxxtentacion,Everybody Dies in Their Nightmares,https://www.last.fm/music/xxxtentacion/_/Everybody+Dies+in+Their+Nightmares,https://www.youtube.com/watch?v=HpxX4ZE4KWE,pop
The Killers,Somebody Told Me,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,pop
The Cure,Boys Don't Cry,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry,https://www.youtube.com/watch?v=EUoe7cf0HYw,pop
24kgoldn,Mood (feat. iann dior),https://www.last.fm/music/24kgoldn/_/Mood+(feat.+iann+dior),https://www.youtube.com/watch?v=ivCY3Ec4iaU,rap
Kanye West,Follow God,https://www.last.fm/music/Kanye+West/_/Follow+God,https://www.youtube.com/watch?v=ivCY3Ec4iaU,rap
The Killers,Somebody Told Me,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me,https://www.youtube.com/watch?v=Y5fBdpreJiU,rock
The Cure,Boys Don't Cry,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry,https://www.youtube.com/watch?v=9GkVhgIeGJQ,rock
Avril Lavigne,Complicated,https://www.last.fm/music/Avril+Lavigne/_/Complicated,https://www.youtube.com/watch?v=5NPBIwQyPWE,pop
Juice WRLD,robbery,https://www.last.fm/music/Juice+WRLD/_/robbery,https://www.youtube.com/watch?v=iI34LYmJ1Fs,rap
Dayglow,Hot Rod,https://www.last.fm/music/Dayglow/_/Hot+Rod,https://www.youtube.com/watch?v=tsJXoqvmgzM,pop
Britney Spears,Oops!...I Did It Again,https://www.last.fm/music/Britney+Spears/_/Oops%21...I+Did+It+Again,https://www.youtube.com/watch?v=CduA0TULnow,pop
Playboi Carti,Foreign,https://www.last.fm/music/Playboi+Carti/_/Foreign,https://www.youtube.com/watch?v=cDSUwhqmUGw,rap
Juice WRLD,Not Enough,https://www.last.fm/music/Juice+WRLD/_/Not+Enough,https://www.youtube.com/watch?v=BU3RzEbSiW4,rap
Jay-Z,Empire State Of Mind,https://www.last.fm/music/Jay-Z/_/Empire+State+Of+Mind,https://www.youtube.com/watch?v=N3XlyT4Ums8,rap
The Backseat Lovers,Kilby Girl,https://www.last.fm/music/The+Backseat+Lovers/_/Kilby+Girl,https://www.youtube.com/watch?v=99gEqKl9X94,rock
Kendrick Lamar,m.A.A.d city,https://www.last.fm/music/Kendrick+Lamar/_/m.A.A.d+city,https://www.youtube.com/watch?v=10yrPDf92hY,rap
Sia,Santa's Coming for Us,https://www.last.fm/music/Sia/_/Santa%27s+Coming+for+Us,https://www.youtube.com/watch?v=V3EYjVPRClU,pop
IU,LILAC,https://www.last.fm/music/IU/_/LILAC,https://www.youtube.com/watch?v=v7bnOxV4jAc,vocalists
24kgoldn,Mood (feat. iann dior),https://www.last.fm/music/24kgoldn/_/Mood+(feat.+iann+dior),https://www.youtube.com/watch?v=GrAchTdepsU,pop
The Weeknd,aFTeR hoURs,https://www.last.fm/music/The+Weeknd/_/aFTeR+hoURs,https://www.youtube.com/watch?v=ygTZZpVkmKg,pop
Yung Lean,Ginseng Strip 2002,https://www.last.fm/music/Yung+Lean/_/Ginseng+Strip+2002,https://www.youtube.com/watch?v=vrQWhFysPKY,rap
Deftones,Be Quiet and Drive (Far Away),https://www.last.fm/music/Deftones/_/Be+Quiet+and+Drive+(Far+Away),https://www.youtube.com/watch?v=KvknOXGPzCQ,rock
Halsey,Without Me,https://www.last.fm/music/Halsey/_/Without+Me,https://www.youtube.com/watch?v=ZAfAud_M_mg,pop
SALES,Pope Is a Rockstar,https://www.last.fm/music/SALES/_/Pope+Is+a+Rockstar,https://www.youtube.com/watch?v=tasrc1HaSt8,pop
Mac Miller,Come Back to Earth,https://www.last.fm/music/Mac+Miller/_/Come+Back+to+Earth,https://www.youtube.com/watch?v=W4ocPPhtglU,rap
Agust D,Daechwita,https://www.last.fm/music/Agust+D/_/Daechwita,https://www.youtube.com/watch?v=qGjAWJ2zWWI,rap
Phoebe Bridgers,Graceland Too,https://www.last.fm/music/Phoebe+Bridgers/_/Graceland+Too,https://www.youtube.com/watch?v=cTG0dakpDko,rock
Jimmy Eat World,The Middle,https://www.last.fm/music/Jimmy+Eat+World/_/The+Middle,https://www.youtube.com/watch?v=oKsxPW6i3pM,rock
Harry Styles,Fine Line,https://www.last.fm/music/Harry+Styles/_/Fine+Line,https://www.youtube.com/watch?v=Ojp71GGm-LQ,pop
Arctic Monkeys,I Bet You Look Good on the Dancefloor,https://www.last.fm/music/Arctic+Monkeys/_/I+Bet+You+Look+Good+on+the+Dancefloor,https://www.youtube.com/watch?v=pK7egZaT3hs,rock
Jonas Brothers,Like It's Christmas,https://www.last.fm/music/Jonas+Brothers/_/Like+It%27s+Christmas,https://www.youtube.com/watch?v=tIyE3IrC7r0,pop
Empire of the Sun,Walking on a Dream,https://www.last.fm/music/Empire+of+the+Sun/_/Walking+on+a+Dream,https://www.youtube.com/watch?v=eimgRedLkkU,pop
Shakira,Hips Don't Lie (feat. Wyclef Jean),https://www.last.fm/music/Shakira/_/Hips+Don%27t+Lie+(feat.+Wyclef+Jean),https://www.youtube.com/watch?v=DUT5rEU6pqM,pop
Harry Styles,Lights Up,https://www.last.fm/music/Harry+Styles/_/Lights+Up,https://www.youtube.com/watch?v=9NZvM1918_E,pop
Future,Life is Good (feat. Drake),https://www.last.fm/music/Future/_/Life+is+Good+(feat.+Drake),https://www.youtube.com/watch?v=l0U7SxXHkPY,rap
Madvillain,All Caps,https://www.last.fm/music/Madvillain/_/All+Caps,https://www.youtube.com/watch?v=gSJeHDlhYls,rap
Florence + the Machine,Dog Days Are Over,https://www.last.fm/music/Florence+%252B+the+Machine/_/Dog+Days+Are+Over,https://www.youtube.com/watch?v=iWOyfLBYtuU,pop
Fall Out Boy,"Sugar, We're Goin Down","https://www.last.fm/music/Fall+Out+Boy/_/Sugar,+We%27re+Goin+Down",https://www.youtube.com/watch?v=uhG-vLZrb-g,pop
BLACKPINK,DDU-DU DDU-DU,https://www.last.fm/music/BLACKPINK/_/DDU-DU+DDU-DU,https://www.youtube.com/watch?v=IHNzOHi8sJs,pop
The Lumineers,Ophelia,https://www.last.fm/music/The+Lumineers/_/Ophelia,https://www.youtube.com/watch?v=pTOC_q0NLTk,rock
Doja Cat,Cyber Sex,https://www.last.fm/music/Doja+Cat/_/Cyber+Sex,https://www.youtube.com/watch?v=uDr9hRJqPX4,pop
Kanye West,Wolves,https://www.last.fm/music/Kanye+West/_/Wolves,https://www.youtube.com/watch?v=LsA84bXrBZw,pop
Taylor Swift,The Man,https://www.last.fm/music/Taylor+Swift/_/The+Man,https://www.youtube.com/watch?v=AqAJLh9wuZ0,pop
Taylor Swift,Dress,https://www.last.fm/music/Taylor+Swift/_/Dress,https://www.youtube.com/watch?v=FNEoPctNIUE,pop
Bruno Mars,When I Was Your Man,https://www.last.fm/music/Bruno+Mars/_/When+I+Was+Your+Man,https://www.youtube.com/watch?v=ekzHIouo8Q4,pop
Taylor Swift,Death by a Thousand Cuts,https://www.last.fm/music/Taylor+Swift/_/Death+by+a+Thousand+Cuts,https://www.youtube.com/watch?v=GTEFSuFfgnU,pop
Eartha Kitt,Santa Baby,https://www.last.fm/music/Eartha+Kitt/_/Santa+Baby,https://www.youtube.com/watch?v=RoBCTiEYKbs,vocalists
Coolio,Gangsta's Paradise,https://www.last.fm/music/Coolio/_/Gangsta%27s+Paradise,https://www.youtube.com/watch?v=fPO76Jlnz6c,rap
Britney Spears,Womanizer,https://www.last.fm/music/Britney+Spears/_/Womanizer,https://www.youtube.com/watch?v=rMqayQ-U74s,pop
Lorde,Supercut,https://www.last.fm/music/Lorde/_/Supercut,https://www.youtube.com/watch?v=xguIYNjYU1A,pop
Black Eyed Peas,I Gotta Feeling,https://www.last.fm/music/Black+Eyed+Peas/_/I+Gotta+Feeling,https://www.youtube.com/watch?v=uSD4vsh1zDA,pop
Daniel Caesar,Japanese Denim,https://www.last.fm/music/Daniel+Caesar/_/Japanese+Denim,https://www.youtube.com/watch?v=FG2PgVl0Nlc,indie
Playboi Carti,Teen X (feat. Future),https://www.last.fm/music/Playboi+Carti/_/Teen+X+(feat.+Future),https://www.youtube.com/watch?v=6nBdw2RtstI,pop
M.I.A.,Paper Planes,https://www.last.fm/music/M.I.A./_/Paper+Planes,https://www.youtube.com/watch?v=on7pfd91cKc,rap
Lorde,Supercut,https://www.last.fm/music/Lorde/_/Supercut,https://www.youtube.com/watch?v=Dkk9gvTmCXY,pop
Beyoncé,Crazy In Love (feat. Jay-Z),https://www.last.fm/music/Beyonc%C3%A9/_/Crazy+In+Love+(feat.+Jay-Z),https://www.youtube.com/watch?v=iNP8_xtq8YU,rap
Rihanna,Only Girl (In the World),https://www.last.fm/music/Rihanna/_/Only+Girl+(In+the+World),https://www.youtube.com/watch?v=gOMhN-hfMtY,rap
Playboi Carti,Teen X (feat. Future),https://www.last.fm/music/Playboi+Carti/_/Teen+X+(feat.+Future),https://www.youtube.com/watch?v=TFz8WkEli0I,pop
"Tyler, the Creator",WHAT'S GOOD,"https://www.last.fm/music/Tyler,+the+Creator/_/WHAT%27S+GOOD",https://www.youtube.com/watch?v=0D28qd--kRE,pop
"Tyler, the Creator",Glitter,"https://www.last.fm/music/Tyler,+the+Creator/_/Glitter",https://www.youtube.com/watch?v=DPn1jwz3Wqk,pop
Daniel Caesar,Japanese Denim,https://www.last.fm/music/Daniel+Caesar/_/Japanese+Denim,https://www.youtube.com/watch?v=oKxuiw3iMBE,pop
Journey,Don't Stop Believin',https://www.last.fm/music/Journey/_/Don%27t+Stop+Believin%27,https://www.youtube.com/watch?v=X74OxXravDo,pop
Lana Del Rey,West Coast,https://www.last.fm/music/Lana+Del+Rey/_/West+Coast,https://www.youtube.com/watch?v=a2giXO6eyuI,pop
Twenty One Pilots,Ride,https://www.last.fm/music/Twenty+One+Pilots/_/Ride,https://www.youtube.com/watch?v=Pw-0pbY9JeU,rock
Eartha Kitt,Santa Baby,https://www.last.fm/music/Eartha+Kitt/_/Santa+Baby,https://www.youtube.com/watch?v=sxDdEPED0h8,pop
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)","https://www.last.fm/music/Elton+John/_/Rocket+Man+(I+Think+It%27s+Going+To+Be+A+Long,+Long+Time)",https://www.youtube.com/watch?v=4ptgVKcTYsE,pop
Lana Del Rey,National Anthem,https://www.last.fm/music/Lana+Del+Rey/_/National+Anthem,https://www.youtube.com/watch?v=N5ShoQimivM,metal
Adele,Set Fire to the Rain,https://www.last.fm/music/Adele/_/Set+Fire+to+the+Rain,https://www.youtube.com/watch?v=lXYq9ImJIN8,hip-hop
Clairo,bubble gum,https://www.last.fm/music/Clairo/_/bubble+gum,https://www.youtube.com/watch?v=XMBOTksRS5M,indie
PARTYNEXTDOOR,Break from Toronto,https://www.last.fm/music/PARTYNEXTDOOR/_/Break+from+Toronto,https://www.youtube.com/watch?v=nHc_7yeiLvc,rap
Ricky Montgomery,Mr Loverman,https://www.last.fm/music/Ricky+Montgomery/_/Mr+Loverman,https://www.youtube.com/watch?v=FUXX55WqYZs,rap
Kanye West,NEW AGAIN,https://www.last.fm/music/Kanye+West/_/NEW+AGAIN,https://www.youtube.com/watch?v=Fc7-Oe0tj5k,pop
Weezer,Say It Ain't So,https://www.last.fm/music/Weezer/_/Say+It+Ain%27t+So,https://www.youtube.com/watch?v=GNCd_ERZvZM,electronic
Mac Miller,Small Worlds,https://www.last.fm/music/Mac+Miller/_/Small+Worlds,https://www.youtube.com/watch?v=ENXvZ9YRjbo,rock
LIL UZI VERT,Neon Guts (feat. Pharrell Williams),https://www.last.fm/music/LIL+UZI+VERT/_/Neon+Guts+(feat.+Pharrell+Williams),https://www.youtube.com/watch?v=vQ0u09mFodw,rap
"Tyler, the Creator",Who Dat Boy (Feat. A$AP Rocky),"https://www.last.fm/music/Tyler,+the+Creator/_/Who+Dat+Boy+(Feat.+A$AP+Rocky)",https://www.youtube.com/watch?v=VEZ_Ui6d9AM,k-pop
BTS,EUPHORIA,https://www.last.fm/music/BTS/_/EUPHORIA,https://www.youtube.com/watch?v=-r4Xcns47YA,pop
Coldplay,Fix You,https://www.last.fm/music/Coldplay/_/Fix+You,https://www.youtube.com/watch?v=H1Wevfw_Nxk,pop
Dua Lipa,Hallucinate,https://www.last.fm/music/Dua+Lipa/_/Hallucinate,https://www.youtube.com/watch?v=-tn2S3kJlyU,pop
Steve Lacy,Some,https://www.last.fm/music/Steve+Lacy/_/Some,https://www.youtube.com/watch?v=ewRjZoRtu0Y,hip-hop
Thundercat,Them Changes,https://www.last.fm/music/Thundercat/_/Them+Changes,https://www.youtube.com/watch?v=_3vTWUeS80Y,pop
The Cranberries,Zombie,https://www.last.fm/music/The+Cranberries/_/Zombie,https://www.youtube.com/watch?v=k4V3Mo61fJM,rock
Billie Eilish,idontwannabeyouanymore,https://www.last.fm/music/Billie+Eilish/_/idontwannabeyouanymore,https://www.youtube.com/watch?v=nTOj3UQhkLA,rap
Kanye West,New Slaves,https://www.last.fm/music/Kanye+West/_/New+Slaves,https://www.youtube.com/watch?v=i0p1bmr0EmE,k-pop
Carly Rae Jepsen,Call Me Maybe,https://www.last.fm/music/Carly+Rae+Jepsen/_/Call+Me+Maybe,https://www.youtube.com/watch?v=DtVBCG6ThDk,pop
Baby Keem,HONEST,https://www.last.fm/music/Baby+Keem/_/HONEST,https://www.youtube.com/watch?v=VikHHWrgb4Y,pop
TWICE,What Is Love,https://www.last.fm/music/TWICE/_/What+Is+Love,https://www.youtube.com/watch?v=qcZ7e9EOQTY,pop
Taylor Swift,Cornelia Street,https://www.last.fm/music/Taylor+Swift/_/Cornelia+Street,https://www.youtube.com/watch?v=NZc__Hhi4L8,pop
Lorde,Writer In the Dark,https://www.last.fm/music/Lorde/_/Writer+In+the+Dark,https://www.youtube.com/watch?v=kCPQUAtMZR4,rock
Bastille,Pompeii,https://www.last.fm/music/Bastille/_/Pompeii,https://www.youtube.com/watch?v=V_A20lBsBMM,pop
ENHYPEN,Drunk-Dazed,https://www.last.fm/music/ENHYPEN/_/Drunk-Dazed,https://www.youtube.com/watch?v=pBR01ndtids,alternative
Rex Orange County,Television / So Far So Good,https://www.last.fm/music/Rex+Orange+County/_/Television+%2F+So+Far+So+Good,https://www.youtube.com/watch?v=jubbunsDVME,rock
V,Sweet Night,https://www.last.fm/music/V/_/Sweet+Night,https://www.youtube.com/watch?v=45cYwDMibGo,rock
BTS,Pied Piper,https://www.last.fm/music/BTS/_/Pied+Piper,https://www.youtube.com/watch?v=pa14VNsdSYM,pop
Michael Jackson,Beat It,https://www.last.fm/music/Michael+Jackson/_/Beat+It,https://www.youtube.com/watch?v=QicMBfKdPxU,rap
The Goo Goo Dolls,Iris,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris,https://www.youtube.com/watch?v=8Ee4QjCEHHc,pop
Chase Atlantic,Friends,https://www.last.fm/music/Chase+Atlantic/_/Friends,https://www.youtube.com/watch?v=ZLX-GY0dJgc,rap
Drake,Laugh Now Cry Later (feat. Lil Durk),https://www.last.fm/music/Drake/_/Laugh+Now+Cry+Later+(feat.+Lil+Durk),https://www.youtube.com/watch?v=_R2LiwXtuLQ,alternative
Beach Bunny,Cloud 9,https://www.last.fm/music/Beach+Bunny/_/Cloud+9,https://www.youtube.com/watch?v=9WbCfHutDSE,pop
Ariana Grande,Dangerous Woman,https://www.last.fm/music/Ariana+Grande/_/Dangerous+Woman,https://www.youtube.com/watch?v=JFm7YDVlqnI,pop
Lil Baby,Drip Too Hard (Lil Baby & Gunna),https://www.last.fm/music/Lil+Baby/_/Drip+Too+Hard+(Lil+Baby+&+Gunna),https://www.youtube.com/watch?v=f43ODtOUmBw,pop
Playboi Carti,No Sl33p,https://www.last.fm/music/Playboi+Carti/_/No+Sl33p,https://www.youtube.com/watch?v=MwpMEbgC7DA,pop
Tom Odell,Another Love,https://www.last.fm/music/Tom+Odell/_/Another+Love,https://www.youtube.com/watch?v=MwpMEbgC7DA,pop
Bastille,Pompeii,https://www.last.fm/music/Bastille/_/Pompeii,https://www.youtube.com/watch?v=F90Cw4l-8NY,pop
Radiohead,Paranoid Android,https://www.last.fm/music/Radiohead/_/Paranoid+Android,https://www.youtube.com/watch?v=fHiGbolFFGw,rock
Her's,What Once Was,https://www.last.fm/music/Her%27s/_/What+Once+Was,https://www.youtube.com/watch?v=5mKX21of0sM,pop
Lil Baby,Drip Too Hard (Lil Baby & Gunna),https://www.last.fm/music/Lil+Baby/_/Drip+Too+Hard+(Lil+Baby+&+Gunna),https://www.youtube.com/watch?v=_YzD9KW82sk,rap
Weeekly,After School,https://www.last.fm/music/Weeekly/_/After+School,https://www.youtube.com/watch?v=qfVuRQX0ydQ,k-pop
Harry Styles,kiWi,https://www.last.fm/music/Harry+Styles/_/kiWi,https://www.youtube.com/watch?v=9wg3v-01yKQ,pop
Kendrick Lamar,ELEMENT.,https://www.last.fm/music/Kendrick+Lamar/_/ELEMENT.,https://www.youtube.com/watch?v=glaG64Ao7sM,pop
Molchat Doma,Судно (Борис Рижий),https://www.last.fm/music/Molchat+Doma/_/%D0%A1%D1%83%D0%B4%D0%BD%D0%BE+(%D0%91%D0%BE%D1%80%D0%B8%D1%81+%D0%A0%D0%B8%D0%B6%D0%B8%D0%B9),https://www.youtube.com/watch?v=HR5zpFs7YpY,new
Playboi Carti,Control,https://www.last.fm/music/Playboi+Carti/_/Control,https://www.youtube.com/watch?v=1VYpviOfnkw,rock
Blackbear,hot girl bummer,https://www.last.fm/music/Blackbear/_/hot+girl+bummer,https://www.youtube.com/watch?v=yMlKJGKyoCo,pop
Aminé,REEL IT IN,https://www.last.fm/music/Amin%C3%A9/_/REEL+IT+IN,https://www.youtube.com/watch?v=QIwWYXJbxGY,rap
Still Woozy,GOODIE BAG,https://www.last.fm/music/Still+Woozy/_/GOODIE+BAG,https://www.youtube.com/watch?v=zL3wWykAKfs,pop
Aurora,Runaway,https://www.last.fm/music/Aurora/_/Runaway,https://www.youtube.com/watch?v=d_HlPboLRL8,pop
blink-182,I MISS YOU,https://www.last.fm/music/blink-182/_/I+MISS+YOU,https://www.youtube.com/watch?v=s1tAYmMjLdY,pop
Michael Jackson,Beat It,https://www.last.fm/music/Michael+Jackson/_/Beat+It,https://www.youtube.com/watch?v=oRdxUFDoQe0,pop
Journey,Don't Stop Believin',https://www.last.fm/music/Journey/_/Don%27t+Stop+Believin%27,https://www.youtube.com/watch?v=1k8craCGpgs,rock
SZA,The Weekend,https://www.last.fm/music/SZA/_/The+Weekend,https://www.youtube.com/watch?v=cMD63TwzB1o,alternative
Kanye West,Ok OK,https://www.last.fm/music/Kanye+West/_/Ok+OK,https://www.youtube.com/watch?v=nQ94QQinn5o,pop
Pavement,Harness Your Hopes - b-side,https://www.last.fm/music/Pavement/_/Harness+Your+Hopes+-+b-side,https://www.youtube.com/watch?v=oHsGr6RYpJA,rock
aespa,BLACK MAMBA,https://www.last.fm/music/aespa/_/BLACK+MAMBA,https://www.youtube.com/watch?v=ZeerrnuLi5E,k-pop
Imagine Dragons,Demons,https://www.last.fm/music/Imagine+Dragons/_/Demons,https://www.youtube.com/watch?v=mWRsgZuwf_8,rock
"Tyler, the Creator",MANIFESTO (feat. Domo Genesis),"https://www.last.fm/music/Tyler,+the+Creator/_/MANIFESTO+(feat.+Domo+Genesis)",https://www.youtube.com/watch?v=VnDXCoHRl4o,rap
Andy Williams,Happy Holiday / the Holiday Season,https://www.last.fm/music/Andy+Williams/_/Happy+Holiday+%2F+the+Holiday+Season,https://www.youtube.com/watch?v=H2pQbphEipc,pop
Offset,Ric Flair Drip (with Metro Boomin),https://www.last.fm/music/Offset/_/Ric+Flair+Drip+(with+Metro+Boomin),https://www.youtube.com/watch?v=LPTlvQ1Zet0,rap
Kanye West,Hold My Liquor,https://www.last.fm/music/Kanye+West/_/Hold+My+Liquor,https://www.youtube.com/watch?v=bvBfiRWLj_0,rap
Taylor Swift,The Way I Loved You (Taylor’s Version),https://www.last.fm/music/Taylor+Swift/_/The+Way+I+Loved+You+(Taylor%E2%80%99s+Version),https://www.youtube.com/watch?v=DlexmDDSDZ0,pop
Travis Scott,MAFIA,https://www.last.fm/music/Travis+Scott/_/MAFIA,https://www.youtube.com/watch?v=89hJPNSNlFM,rap
BTS,Blue & Grey,https://www.last.fm/music/BTS/_/Blue+&+Grey,https://www.youtube.com/watch?v=amnspvOH-EE,pop
Radiohead,High and Dry,https://www.last.fm/music/Radiohead/_/High+and+Dry,https://www.youtube.com/watch?v=7qFfFVSerQo,rock
Beyoncé,Crazy In Love (feat. Jay-Z),https://www.last.fm/music/Beyonc%C3%A9/_/Crazy+In+Love+(feat.+Jay-Z),https://www.youtube.com/watch?v=ViwtNLUqkMY,pop
Bruno Mars,Put On A Smile,https://www.last.fm/music/Bruno+Mars/_/Put+On+A+Smile,https://www.youtube.com/watch?v=b9LlkBFYNB0,pop
Miley Cyrus,Angels Like You,https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You,https://www.youtube.com/watch?v=Y0ORhLyJWuc,pop
BLACKPINK,KILL THIS LOVE,https://www.last.fm/music/BLACKPINK/_/KILL+THIS+LOVE,https://www.youtube.com/watch?v=2S24-y0Ij3Y,pop
Wizzard,I Wish It Could Be Christmas Everyday,https://www.last.fm/music/Wizzard/_/I+Wish+It+Could+Be+Christmas+Everyday,https://www.youtube.com/watch?v=IJPc7esgvsA,rock
Pop Smoke,Dior,https://www.last.fm/music/Pop+Smoke/_/Dior,https://www.youtube.com/watch?v=oorVWW9ywG0,rap
Red Velvet,Queendom,https://www.last.fm/music/Red+Velvet/_/Queendom,https://www.youtube.com/watch?v=c9RzZpV460k,pop
J. Cole,Work Out,https://www.last.fm/music/J.+Cole/_/Work+Out,https://www.youtube.com/watch?v=UWlibNTrg80,rap
Paramore,HarD TiMEs,https://www.last.fm/music/Paramore/_/HarD+TiMEs,https://www.youtube.com/watch?v=AEB6ibtdPZc,pop
Michael Bublé,I'll Be Home for Christmas,https://www.last.fm/music/Michael+Bubl%C3%A9/_/I%27ll+Be+Home+for+Christmas,https://www.youtube.com/watch?v=E4aA_K2MF5E,christmas
Brent Faiyaz,MERCEDES,https://www.last.fm/music/Brent+Faiyaz/_/MERCEDES,https://www.youtube.com/watch?v=38TEd55NcXs,rnb
Slade,Merry Xmas Everybody,https://www.last.fm/music/Slade/_/Merry+Xmas+Everybody,https://www.youtube.com/watch?v=BpfHSqLXePI,rock
BTS,Telepathy,https://www.last.fm/music/BTS/_/Telepathy,https://www.youtube.com/watch?v=jzHtHAg2igc,k-pop
Taylor Swift,hOaX,https://www.last.fm/music/Taylor+Swift/_/hOaX,https://www.youtube.com/watch?v=ryLGxpjwAhM,pop
Carly Rae Jepsen,Call Me Maybe,https://www.last.fm/music/Carly+Rae+Jepsen/_/Call+Me+Maybe,https://www.youtube.com/watch?v=fWNaR-rxAic,pop
My Chemical Romance,Helena,https://www.last.fm/music/My+Chemical+Romance/_/Helena,https://www.youtube.com/watch?v=UCCyoocDxBA,rock
Taylor Swift,closure,https://www.last.fm/music/Taylor+Swift/_/closure,https://www.youtube.com/watch?v=AIFnKqIeEdY,pop
Ricky Montgomery,Line Without A Hook,https://www.last.fm/music/Ricky+Montgomery/_/Line+Without+A+Hook,https://www.youtube.com/watch?v=vfnAYipqj1k,pop
pinkpantheress,Passion,https://www.last.fm/music/pinkpantheress/_/Passion,https://www.youtube.com/watch?v=Elv3hxu8APo,pop
All Time Low,"Dear Maria, Count Me In","https://www.last.fm/music/All+Time+Low/_/Dear+Maria,+Count+Me+In",https://www.youtube.com/watch?v=GcNiKCmWdYE,pop
Gorillaz,DARE,https://www.last.fm/music/Gorillaz/_/DARE,https://www.youtube.com/watch?v=rSi4UIWbtM0,k-pop
Taylor Swift,closure,https://www.last.fm/music/Taylor+Swift/_/closure,https://www.youtube.com/watch?v=-RJSbO8UZVY,pop
Bad Bunny,DÁKITI,https://www.last.fm/music/Bad+Bunny/_/D%C3%81KITI,https://www.youtube.com/watch?v=KRaWnd3LJfs,pop
Michael Bublé,I'll Be Home for Christmas,https://www.last.fm/music/Michael+Bubl%C3%A9/_/I%27ll+Be+Home+for+Christmas,https://www.youtube.com/watch?v=FhTnDaEmA5k,christmas
BTS,Blue & Grey,https://www.last.fm/music/BTS/_/Blue+&+Grey,https://www.youtube.com/watch?v=Znwgjl4wuPo,rap
All Time Low,"Dear Maria, Count Me In","https://www.last.fm/music/All+Time+Low/_/Dear+Maria,+Count+Me+In",https://www.youtube.com/watch?v=uAOR6ib95kQ,rock
Evanescence,Bring Me to Life,https://www.last.fm/music/Evanescence/_/Bring+Me+to+Life,https://www.youtube.com/watch?v=syFZfO_wfMQ,pop
Bruno Mars,Put On A Smile,https://www.last.fm/music/Bruno+Mars/_/Put+On+A+Smile,https://www.youtube.com/watch?v=knU9gRUWCno,rock
Miley Cyrus,Angels Like You,https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You,https://www.youtube.com/watch?v=3ymwOvzhwHs,pop
The Strokes,Someday,https://www.last.fm/music/The+Strokes/_/Someday,https://www.youtube.com/watch?v=DmhdcDQt7Dk,rap
Ricky Montgomery,Line Without A Hook,https://www.last.fm/music/Ricky+Montgomery/_/Line+Without+A+Hook,https://www.youtube.com/watch?v=wPt0dGg4BKA,pop
LIL PEEP,Falling Down - Bonus Track,https://www.last.fm/music/LIL+PEEP/_/Falling+Down+-+Bonus+Track,https://www.youtube.com/watch?v=dfnCAmr569k,pop
Creedence Clearwater Revival,Fortunate Son,https://www.last.fm/music/Creedence+Clearwater+Revival/_/Fortunate+Son,https://www.youtube.com/watch?v=3YxaaGgTQYM,rock
Metro Boomin,Space Cadet (feat. Gunna),https://www.last.fm/music/Metro+Boomin/_/Space+Cadet+(feat.+Gunna),https://www.youtube.com/watch?v=L1SEEMkc-qw,rap
pinkpantheress,Passion,https://www.last.fm/music/pinkpantheress/_/Passion,https://www.youtube.com/watch?v=h0ffIJ7ZO4U,rock
TWICE,Feel Special,https://www.last.fm/music/TWICE/_/Feel+Special,https://www.youtube.com/watch?v=w9rzz4pDFwA,rap
xxxtentacion,Look at Me!,https://www.last.fm/music/xxxtentacion/_/Look+at+Me%21,https://www.youtube.com/watch?v=qBWhc4qbsjo,pop
fun.,We Are Young (feat. Janelle Monáe),https://www.last.fm/music/fun./_/We+Are+Young+(feat.+Janelle+Mon%C3%A1e),https://www.youtube.com/watch?v=wJGcwEv7838,rap
Kanye West,Champion,https://www.last.fm/music/Kanye+West/_/Champion,https://www.youtube.com/watch?v=4nRX7NIrrzs,pop
One Direction,Night Changes,https://www.last.fm/music/One+Direction/_/Night+Changes,https://www.youtube.com/watch?v=wmrOfzAu7LI,rap
Lana Del Rey,Norman Fucking Rockwell,https://www.last.fm/music/Lana+Del+Rey/_/Norman+Fucking+Rockwell,https://www.youtube.com/watch?v=LmWBphAf72g,pop
Caroline Polachek,Bunny is a Rider,https://www.last.fm/music/Caroline+Polachek/_/Bunny+is+a+Rider,https://www.youtube.com/watch?v=LrSX_OcpeJg,pop
AC/DC,Highway to Hell,https://www.last.fm/music/AC%2FDC/_/Highway+to+Hell,https://www.youtube.com/watch?v=ZWijx_AgPiA,rock
